FLTID,DEPSTN,ARRSTN,typical_hour,n_flights
TU 3503 ,TUN,KRT,9,1
TU 3504 ,JED,TUN,7,1
TU 3453 ,NCE,DJE,3,1
TU 3454 ,TUN,NCE,22,1
TU 3455 ,NCE,NBE,1,1
TU 3474 ,DJE,CDG,21,1
TU 3475 ,CDG,TUN,1,1
TU 3480 ,DJE,CDG,22,1
TU 3481 ,CDG,NBE,3,1
TU 3484 ,DJE,CDG,21,1
TU 3445 ,LYS,MIR,3,1
TU 3446 ,MIR,LYS,17,1
TU 3447 ,LYS,DJE,19,1
TU 3448 ,DJE,CDG,20,1
TU 3449 ,CDG,DJE,0,1
TU 3450 ,MIR,LYS,2,1
TU 3451 ,LYS,TUN,5,1
TU 3452 ,MIR,NCE,23,1
TU 3806 ,TUN,GVA,13,1
TU 3807 ,GVA,TUN,16,1
TU 3808 ,TUN,GVA,17,1
TU 3809 ,GVA,TUN,20,1
TU 3810 ,TUN,GVA,4,1
TU 3811 ,GVA,TUN,6,1
TU 3887 ,TUN,BEY,5,1
TU 3888 ,BEY,TUN,9,1
TU 3790 ,TUN,LHR,18,1
TU 3791 ,LHR,TUN,22,1
TU 3800 ,TUN,GVA,6,1
TU 3801 ,GVA,TUN,9,1
TU 3802 ,TUN,GVA,13,1
TU 3803 ,GVA,MIR,16,1
TU 3804 ,TUN,GVA,14,1
TU 3805 ,GVA,TUN,18,1
TU 3714 ,JED,TUN,1,1
TU 3717 ,TUN,JED,20,1
TU 3718 ,JED,TUN,2,1
TU 3720 ,TUN,ORY,16,1
TU 3721 ,ORY,TUN,19,1
TU 3745 ,FRA,TUN,12,1
TU 3788 ,TUN,OST,16,1
TU 3789 ,OST,TUN,19,1
TU 3550 ,TUN,CDG,19,1
TU 3551 ,CDG,DJE,0,1
TU 3551 ,OST,MIR,15,1
TU 3574 ,TUN,ALG,14,1
TU 3575 ,ALG,TUN,16,1
TU 3700 ,TUN,LIL,20,1
TU 3701 ,LIL,TUN,23,1
TU 3713 ,TUN,JED,19,1
TU 4601 ,HBE,TUN,0,1
TU 4611 ,TUN,OUD,8,1
TU 4612 ,OUD,TUN,22,1
TU 3420 ,DJE,LYS,23,1
TU 3421 ,CDG,TUN,4,1
TU 3421 ,LYS,DJE,2,1
TU 3422 ,DJE,MRS,23,1
TU 3422 ,TUN,NCE,22,1
TU 4403 ,FCO,TUN,14,1
TU 4500 ,MIR,CAG,19,1
TU 4500 ,TUN,CAG,19,1
TU 4520 ,TUN,CAG,8,1
TU 4521 ,CAG,TUN,9,1
TU 4600 ,TUN,CAG,17,1
TU 4600 ,TUN,HBE,19,1
TU 4601 ,CAG,TUN,18,1
TU 4101 ,CDG,TOE,13,1
TU 4101 ,CDG,TUN,18,1
TU 4400 ,FCO,PMO,7,1
TU 4400 ,MIR,FCO,4,1
TU 4401 ,BRI,PMO,8,1
TU 4401 ,TRN,BRI,6,1
TU 4402 ,NBE,FCO,13,1
TU 4402 ,NBE,TRN,12,1
TU 3902 ,DJE,LIS,14,1
TU 3902 ,TUN,LIS,14,1
TU 3990 ,TUN,DJE,21,1
TU 4013 ,NTE,DJE,0,1
TU 4013 ,NTE,MIR,2,1
TU 4100 ,TOE,CDG,14,1
TU 4100 ,TUN,CDG,10,1
TU 4100 ,TUN,TOE,12,1
TU 3441 ,CDG,DJE,5,1
TU 3441 ,NCE,TUN,21,1
TU 3441 ,ORY,MIR,14,1
TU 4834 ,MIR,CAG,5,1
TU 4835 ,CAG,TUN,7,1
TU 5001 ,MIR,MED,0,1
TU 5001 ,TOE,JED,8,1
TU 5002 ,JED,MIR,15,1
TU 3434 ,TUN,MRS,19,1
TU 3435 ,MRS,DJE,21,1
TU 3436 ,TUN,CDG,18,1
TU 3437 ,CDG,TUN,22,1
TU 3438 ,DJE,CDG,1,1
TU 3439 ,CDG,TUN,4,1
TU 3440 ,DJE,CDG,20,1
TU 3440 ,TUN,NCE,18,1
TU 3426 ,MIR,MRS,20,1
TU 3427 ,MRS,DJE,22,1
TU 3428 ,TUN,CDG,17,1
TU 3429 ,CDG,DJE,21,1
TU 3430 ,MIR,CDG,10,1
TU 3431 ,CDG,TUN,13,1
TU 3432 ,MIR,NCE,22,1
TU 3433 ,NCE,DJE,0,1
TU 3422 ,TUN,NTE,20,1
TU 3423 ,MRS,MIR,2,1
TU 3423 ,NCE,DJE,1,1
TU 3423 ,NTE,MIR,23,1
TU 3424 ,MIR,MRS,2,1
TU 3424 ,TUN,CDG,2,1
TU 3425 ,CDG,TUN,5,1
TU 3425 ,MRS,TUN,17,1
TU 5012 ,JED,DJE,11,1
TU 5012 ,JED,GAF,8,1
TU 5012 ,JED,TUN,22,1
TU 5012 ,MED,TOE,6,1
TU 5013 ,GAE,MED,7,1
TU 5013 ,MIR,JED,12,1
TU 5014 ,JED,GAE,9,1
TU 3401 ,NCE,DJE,11,1
TU 5009 ,TUN,MED,20,1
TU 5010 ,JED,TUN,0,1
TU 5011 ,DJE,JED,1,1
TU 5011 ,DJE,MED,5,1
TU 5011 ,GAE,DJE,3,1
TU 5011 ,GAF,SFA,12,1
TU 5011 ,SFA,MED,14,1
TU 5012 ,DJE,GAE,20,1
TU 5006 ,MED,MIR,11,1
TU 5007 ,DJE,MED,7,1
TU 5007 ,MIR,MED,7,1
TU 5007 ,TUN,JED,18,1
TU 5007 ,TUN,MED,15,1
TU 5008 ,JED,DJE,20,1
TU 5009 ,MIR,MED,18,1
TU 5009 ,SFA,JED,20,1
TU 5002 ,MED,MIR,7,1
TU 5003 ,TUN,MED,14,1
TU 5004 ,MED,DJE,20,1
TU 5004 ,MED,MIR,21,1
TU 5004 ,MED,TUN,20,1
TU 5005 ,MIR,JED,13,1
TU 5005 ,TUN,JED,22,1
TU 5005 ,TUN,MED,23,1
TU 3419 ,LYS,TUN,5,1
TU 3420 ,DJE,CDG,0,1
TU 5015 ,SFA,MED,13,1
TU 5015 ,TOE,MED,5,1
TU 5016 ,JED,SFA,14,1
TU 5016 ,JED,TOE,18,1
TU 5016 ,MED,MIR,19,1
TU 5016 ,MED,TUN,11,1
TU 3412 ,TUN,LYS,19,1
TU 3412 ,TUN,NCE,19,1
TU 3413 ,CDG,MIR,20,1
TU 3413 ,LYS,MIR,2,1
TU 3413 ,NCE,TUN,21,1
TU 3416 ,TUN,CDG,19,1
TU 3417 ,CDG,TUN,22,1
TU 3418 ,DJE,LYS,2,1
TU 3409 ,CDG,MIR,16,1
TU 3410 ,DJE,CDG,20,1
TU 3410 ,MIR,NCE,3,1
TU 3410 ,TUN,MRS,0,1
TU 3411 ,CDG,DJE,0,1
TU 3411 ,MRS,TUN,4,1
TU 3411 ,NCE,TUN,5,1
TU 3412 ,TUN,CDG,16,1
TU 3401 ,NTE,MIR,0,1
TU 3402 ,DJE,CDG,23,1
TU 3402 ,MIR,CDG,23,1
TU 3405 ,CDG,MIR,23,1
TU 3405 ,CDG,TUN,4,1
TU 3407 ,CDG,NBE,19,1
TU 3407 ,CDG,SFA,9,1
TU 3408 ,DJE,CDG,12,1
TU 5025 ,MIR,JED,14,1
TU 5025 ,SFA,JED,13,1
TU 5025 ,TUN,JED,11,1
TU 5025 ,TUN,MED,10,1
TU 5026 ,JED,TUN,20,1
TU 5026 ,MED,TOE,15,1
TU 5027 ,DJE,JED,6,1
TU 5027 ,MIR,MED,7,1
TU 5021 ,TOE,JED,7,1
TU 5022 ,JED,GAE,13,1
TU 5022 ,MED,MIR,23,1
TU 5022 ,MED,TUN,16,1
TU 5023 ,SFA,MED,19,1
TU 5023 ,TOE,MED,10,1
TU 5023 ,TUN,MED,18,1
TU 5024 ,MED,MIR,16,1
TU 5019 ,GAE,MED,0,1
TU 5019 ,MIR,JED,16,1
TU 5020 ,JED,GAE,11,1
TU 5020 ,MED,MIR,16,1
TU 5020 ,MED,SFA,14,1
TU 5020 ,MED,TUN,6,1
TU 5021 ,GAE,MED,18,1
TU 5021 ,MIR,MED,10,1
TU 5017 ,DJE,JED,20,1
TU 5017 ,MIR,JED,7,1
TU 5017 ,TBJ,MED,20,1
TU 5017 ,TOE,MED,0,1
TU 5018 ,JED,TBJ,2,1
TU 5018 ,JED,TOE,13,1
TU 5018 ,MED,MIR,2,1
TU 5018 ,MED,TUN,6,1
TU 5037 ,TUN,JED,16,1
TU 5038 ,JED,SFA,6,1
TU 5038 ,MED,DJE,5,1
TU 5038 ,MED,TUN,16,1
TU 5039 ,MIR,JED,0,1
TU 5040 ,JED,DJE,11,1
TU 5040 ,JED,SFA,9,1
TU 3321 ,BOD,TUN,0,1
TU 5034 ,JED,DJE,14,1
TU 5034 ,JED,SFA,21,1
TU 5035 ,DJE,MED,12,1
TU 5035 ,MIR,MED,0,1
TU 5035 ,SFA,JED,21,1
TU 5035 ,SFA,MED,23,1
TU 5035 ,TUN,JED,1,1
TU 5036 ,MED,SFA,17,1
TU 5030 ,MED,MIR,5,1
TU 5030 ,MED,TBJ,3,1
TU 5030 ,MED,TUN,6,1
TU 5030 ,TOE,DJE,2,1
TU 5031 ,MIR,MED,17,1
TU 5032 ,JED,MIR,5,1
TU 5032 ,JED,TUN,9,1
TU 5032 ,MED,SFA,4,1
TU 5027 ,TOE,MED,15,1
TU 5027 ,TUN,JED,5,1
TU 5028 ,JED,MIR,12,1
TU 5028 ,JED,TOE,11,1
TU 5029 ,DJE,MED,0,1
TU 5029 ,TBJ,JED,12,1
TU 5029 ,TOE,DJE,22,1
TU 5030 ,JED,TOE,21,1
TU 3400 ,TUN,NCE,9,1
TU 3400 ,TUN,NTE,20,1
TU 5040 ,JED,TUN,5,1
TU 5040 ,MED,MIR,19,1
TU 5040 ,MED,TUN,14,1
TU 5041 ,MIR,JED,23,1
TU 5041 ,SFA,JED,13,1
TU 5041 ,TUN,MED,15,1
TU 3381 ,CDG,DJE,22,1
TU 3381 ,LYS,TUN,6,1
TU 3381 ,SXB,TUN,4,1
TU 3395 ,TUN,BKO,15,1
TU 3396 ,BKO,TUN,21,1
TU 3400 ,DJE,TUN,0,1
TU 3400 ,MIR,CDG,17,1
TU 3400 ,TUN,CDG,3,1
TU 3371 ,ALG,TUN,15,1
TU 3372 ,TUN,ALG,13,1
TU 3373 ,ALG,TUN,15,1
TU 3375 ,ALG,DJE,15,1
TU 3380 ,MIR,CDG,18,1
TU 3380 ,SFA,TUN,0,1
TU 3380 ,TUN,LYS,3,1
TU 3380 ,TUN,SXB,1,1
TU 3321 ,CDG,TUN,5,1
TU 3330 ,TUN,MRS,18,1
TU 3330 ,TUN,ORY,6,1
TU 3331 ,MRS,DJE,22,1
TU 3331 ,ORY,TUN,9,1
TU 3362 ,TUN,SXB,17,1
TU 3363 ,SXB,MIR,21,1
TU 3370 ,DJE,ALG,12,1
TU 5052 ,JED,TUN,12,1
TU 5052 ,MED,MIR,19,1
TU 5052 ,MED,TUN,16,1
TU 5054 ,MED,MIR,3,1
TU 5054 ,MED,TUN,3,1
TU 5055 ,MIR,MED,22,1
TU 5055 ,SFA,MED,13,1
TU 5055 ,TUN,MED,23,1
TU 5047 ,TUN,MED,21,1
TU 5048 ,JED,MIR,16,1
TU 5048 ,JED,TUN,16,1
TU 5049 ,DJE,MED,16,1
TU 5049 ,MIR,MED,3,1
TU 5051 ,MIR,JED,7,1
TU 5051 ,TUN,JED,10,1
TU 5052 ,JED,MIR,16,1
TU 5044 ,MED,TUN,7,1
TU 5045 ,MIR,JED,14,1
TU 5045 ,SFA,JED,3,1
TU 5045 ,TUN,JED,14,1
TU 5046 ,JED,TUN,20,1
TU 5046 ,MED,MIR,5,1
TU 5046 ,MED,TUN,12,1
TU 5047 ,MIR,MED,10,1
TU 5042 ,JED,MIR,6,1
TU 5042 ,JED,TUN,19,1
TU 5042 ,MED,SFA,21,1
TU 5043 ,DJE,JED,0,1
TU 5043 ,MIR,MED,1,1
TU 5043 ,TUN,MED,2,1
TU 5044 ,JED,MIR,6,1
TU 5044 ,MED,DJE,8,1
TU 5065 ,TUN,MED,2,1
TU 5066 ,JED,SFA,12,1
TU 5066 ,JED,TUN,22,1
TU 5066 ,MED,MIR,20,1
TU 5066 ,MED,TUN,8,1
TU 5067 ,MIR,JED,14,1
TU 5067 ,SFA,MED,1,1
TU 5067 ,TUN,MED,8,1
TU 5062 ,JED,SFA,7,1
TU 5062 ,JED,TUN,16,1
TU 5062 ,MED,MIR,6,1
TU 5062 ,MED,TUN,15,1
TU 5063 ,DJE,MED,10,1
TU 5063 ,MIR,JED,23,1
TU 5063 ,TUN,MED,14,1
TU 5065 ,SFA,MED,13,1
TU 5058 ,JED,MIR,20,1
TU 5058 ,JED,TUN,16,1
TU 5059 ,DJE,SFA,17,1
TU 5059 ,MIR,MED,10,1
TU 5059 ,SFA,JED,19,1
TU 5059 ,TUN,MED,23,1
TU 5061 ,MIR,JED,0,1
TU 5061 ,TUN,JED,11,1
TU 5056 ,DJE,SFA,11,1
TU 5056 ,MED,DJE,5,1
TU 5056 ,MED,SFA,4,1
TU 5056 ,MED,TUN,19,1
TU 5057 ,MIR,JED,1,1
TU 5057 ,SFA,MED,9,1
TU 5057 ,TUN,MED,18,1
TU 5058 ,JED,DJE,7,1
TU 3316 ,TUN,CDG,1,1
TU 3317 ,CDG,TUN,4,1
TU 3318 ,TUN,CDG,19,1
TU 3319 ,CDG,DJE,22,1
TU 3320 ,DJE,CDG,1,1
TU 3320 ,TUN,BOD,21,1
TU 5068 ,JED,TUN,6,1
TU 5073 ,MIR,JED,5,1
TU 3307 ,CDG,TUN,10,1
TU 3307 ,MRS,TUN,3,1
TU 3308 ,TUN,TLS,5,1
TU 3309 ,TLS,MIR,8,1
TU 3310 ,TUN,LYS,7,1
TU 3311 ,LYS,DJE,11,1
TU 3314 ,DJE,CDG,22,1
TU 3315 ,CDG,DJE,3,1
TU 3300 ,TUN,NCE,2,1
TU 3301 ,CDG,TUN,16,1
TU 3301 ,LYS,TUN,11,1
TU 3301 ,NCE,TUN,4,1
TU 3302 ,DJE,CDG,1,1
TU 3303 ,CDG,TUN,4,1
TU 3306 ,TUN,CDG,7,1
TU 3306 ,TUN,MRS,1,1
TU 3280 ,TUN,CDG,19,1
TU 3281 ,CDG,DJE,22,1
TU 3282 ,TUN,TLS,13,1
TU 3283 ,TLS,TUN,16,1
TU 3298 ,TUN,ORY,13,1
TU 3299 ,ORY,MIR,17,1
TU 3300 ,TUN,CDG,12,1
TU 3300 ,TUN,LYS,23,1
TU 5083 ,TUN,JED,23,1
TU 5084 ,MED,SFA,21,1
TU 5084 ,SFA,DJE,3,1
TU 5085 ,SFA,JED,6,1
TU 5085 ,TUN,JED,3,1
TU 5085 ,TUN,MED,15,1
TU 5086 ,JED,MIR,16,1
TU 5086 ,JED,TUN,11,1
TU 5080 ,MED,TUN,23,1
TU 5081 ,MIR,JED,17,1
TU 5081 ,MIR,MED,15,1
TU 5082 ,JED,TUN,23,1
TU 5082 ,MED,MIR,21,1
TU 5083 ,DJE,JED,19,1
TU 5083 ,MIR,MED,15,1
TU 5083 ,SFA,DJE,17,1
TU 5078 ,JED,MIR,23,1
TU 5078 ,JED,TUN,19,1
TU 5078 ,MED,MIR,16,1
TU 5079 ,SFA,JED,0,1
TU 5079 ,TUN,JED,13,1
TU 5079 ,TUN,MED,17,1
TU 5080 ,JED,MIR,6,1
TU 5080 ,JED,TUN,19,1
TU 5073 ,TUN,JED,2,1
TU 5073 ,TUN,MED,23,1
TU 5074 ,MED,DJE,5,1
TU 5075 ,TUN,JED,20,1
TU 5075 ,TUN,MED,22,1
TU 5076 ,JED,MIR,3,1
TU 5076 ,MED,TUN,4,1
TU 5077 ,TUN,MED,10,1
TU 3250 ,TUN,CDG,2,1
TU 3251 ,MRS,MIR,14,1
TU 3255 ,CDG,DJE,23,1
TU 3255 ,CDG,MIR,23,1
TU 3256 ,TUN,MRS,19,1
TU 3257 ,MRS,DJE,22,1
TU 3260 ,MIR,NCE,3,1
TU 3278 ,MIR,CDG,17,1
TU 3241 ,ORY,TUN,18,1
TU 3242 ,TUN,BOD,14,1
TU 3243 ,BOD,TUN,19,1
TU 3246 ,MIR,MRS,21,1
TU 3247 ,MRS,MIR,22,1
TU 3248 ,TUN,TLS,19,1
TU 3249 ,TLS,TUN,22,1
TU 3250 ,MIR,MRS,11,1
TU 5090 ,JED,TUN,5,1
TU 5090 ,MED,MIR,16,1
TU 5092 ,MED,SFA,6,1
TU 5092 ,MED,TUN,4,1
TU 3239 ,ORY,TUN,16,1
TU 3240 ,DJE,LYS,0,1
TU 3240 ,DJE,ORY,14,1
TU 3241 ,LYS,DJE,3,1
TU 5086 ,MED,TUN,21,1
TU 5087 ,MIR,MED,3,1
TU 5088 ,MED,TUN,9,1
TU 5089 ,DJE,JED,23,1
TU 5089 ,MIR,JED,9,1
TU 5089 ,SFA,DJE,21,1
TU 5089 ,TUN,MED,10,1
TU 5090 ,JED,SFA,15,1
TU 5512 ,MED,SFA,1,1
TU 5512 ,SFA,TUN,7,1
TU 5513 ,TOE,MED,16,1
TU 5513 ,TUN,TOE,14,1
TU 5514 ,HBE,TUN,8,1
TU 5514 ,JED,HBE,1,1
TU 5514 ,JED,TOE,21,1
TU 5514 ,TOE,TUN,4,1
TU 5507 ,TUN,JED,20,1
TU 5509 ,SFA,MED,21,1
TU 5509 ,TUN,SFA,19,1
TU 5510 ,JED,SFA,0,1
TU 5510 ,SFA,TUN,7,1
TU 5511 ,SFA,JED,20,1
TU 5511 ,TUN,JED,5,1
TU 5511 ,TUN,SFA,18,1
TU 5501 ,TUN,DJE,18,1
TU 5502 ,DJE,TUN,6,1
TU 5502 ,JED,DJE,1,1
TU 5503 ,DJE,JED,20,1
TU 5503 ,TUN,DJE,18,1
TU 5505 ,TOE,MED,20,1
TU 5505 ,TUN,TOE,18,1
TU 5506 ,JED,TUN,2,1
TU 3279 ,CDG,SFA,21,1
TU 5093 ,SFA,TOE,9,1
TU 5093 ,TOE,MED,11,1
TU 5093 ,TUN,JED,12,1
TU 5094 ,JED,SFA,17,1
TU 5094 ,MED,MIR,17,1
TU 5094 ,SFA,TOE,0,1
TU 5501 ,DJE,MED,20,1
TU 3234 ,MIR,CDG,0,1
TU 3235 ,CDG,TUN,4,1
TU 3236 ,DJE,CDG,19,1
TU 3237 ,CDG,DJE,0,1
TU 3238 ,DJE,ORY,12,1
TU 5519 ,SFA,MED,20,1
TU 5519 ,TOE,JED,18,1
TU 5519 ,TUN,SFA,19,1
TU 3227 ,CDG,TUN,10,1
TU 3227 ,MRS,TUN,23,1
TU 3231 ,CDG,MIR,20,1
TU 3231 ,CDG,TUN,4,1
TU 3232 ,DJE,CDG,23,1
TU 3232 ,SFA,CDG,12,1
TU 3233 ,CDG,DJE,18,1
TU 3233 ,CDG,TUN,3,1
TU 3223 ,LYS,DJE,22,1
TU 3223 ,MRS,DJE,22,1
TU 3223 ,MRS,TUN,1,1
TU 3224 ,DJE,CDG,22,1
TU 3224 ,TUN,DJE,21,1
TU 3225 ,CDG,TUN,1,1
TU 3226 ,TUN,CDG,7,1
TU 3226 ,TUN,MRS,19,1
TU 3217 ,CDG,DJE,2,1
TU 3218 ,MIR,CDG,0,1
TU 3219 ,CDG,TUN,3,1
TU 3220 ,MIR,CDG,17,1
TU 3221 ,CDG,MIR,21,1
TU 3222 ,TUN,LYS,19,1
TU 3223 ,CDG,MIR,0,1
TU 3223 ,CDG,TUN,4,1
TU 5557 ,TUN,JED,19,1
TU 5557 ,TUN,MED,18,1
TU 5558 ,JED,TUN,0,1
TU 5558 ,MED,TUN,2,1
TU 5559 ,TUN,JED,19,1
TU 5560 ,JED,TUN,0,1
TU 5913 ,TUN,MED,17,1
TU 3191 ,TLS,TUN,0,1
TU 5524 ,MED,TOE,3,1
TU 5525 ,MIR,MED,22,1
TU 5525 ,TUN,JED,21,1
TU 5525 ,TUN,MIR,20,1
TU 5526 ,JED,MIR,2,1
TU 5526 ,MIR,TUN,8,1
TU 5555 ,TUN,JED,16,1
TU 5556 ,JED,TUN,22,1
TU 5522 ,JED,TOE,23,1
TU 5522 ,JED,TUN,21,1
TU 5522 ,SFA,TUN,3,1
TU 5522 ,TOE,TUN,6,1
TU 5523 ,DJE,JED,15,1
TU 5523 ,TOE,JED,21,1
TU 5523 ,TOE,MED,22,1
TU 5524 ,JED,TOE,22,1
TU 5519 ,TUN,TOE,17,1
TU 5520 ,MED,SFA,1,1
TU 5520 ,SFA,TUN,7,1
TU 5521 ,TOE,MED,0,1
TU 5521 ,TUN,TOE,22,1
TU 5522 ,DJE,TUN,6,1
TU 5522 ,JED,DJE,0,1
TU 5522 ,JED,SFA,21,1
TU 3215 ,CDG,TUN,0,1
TU 3216 ,MIR,CDG,22,1
TU 5914 ,MED,TUN,22,1
TU 6001 ,DJE,MED,18,1
TU 6001 ,SFA,JED,20,1
TU 6001 ,SFA,MED,18,1
TU 6001 ,TUN,DJE,16,1
TU 6001 ,TUN,MED,21,1
TU 3205 ,CDG,DJE,16,1
TU 3209 ,CDG,DJE,23,1
TU 3209 ,CDG,TUN,0,1
TU 3210 ,DJE,LYS,21,1
TU 3211 ,LYS,DJE,0,1
TU 3212 ,DJE,CDG,1,1
TU 3213 ,CDG,TUN,9,1
TU 3214 ,DJE,CDG,19,1
TU 3200 ,TUN,MRS,13,1
TU 3200 ,TUN,ORY,13,1
TU 3201 ,CDG,DJE,17,1
TU 3201 ,MRS,TUN,15,1
TU 3201 ,ORY,TUN,17,1
TU 3202 ,DJE,CDG,2,1
TU 3203 ,CDG,DJE,5,1
TU 3204 ,SFA,CDG,13,1
TU 3192 ,BOD,MRS,22,1
TU 3192 ,TUN,BOD,19,1
TU 3193 ,MRS,TUN,1,1
TU 3194 ,DJE,CDG,1,1
TU 3195 ,CDG,TUN,4,1
TU 3198 ,DJE,CDG,20,1
TU 3199 ,CDG,TUN,0,1
TU 3200 ,TUN,CDG,18,1
TU 3177 ,NCE,DJE,21,1
TU 3177 ,NCE,TUN,21,1
TU 3180 ,DJE,ORY,8,1
TU 3180 ,TUN,CDG,17,1
TU 3181 ,CDG,MIR,23,1
TU 3181 ,ORY,TUN,12,1
TU 3183 ,CDG,MIR,21,1
TU 3183 ,CDG,TUN,1,1
TU 3168 ,TUN,LYS,20,1
TU 3169 ,LYS,TUN,23,1
TU 3170 ,TUN,LYS,21,1
TU 3171 ,LYS,DJE,0,1
TU 3172 ,TUN,NCE,19,1
TU 3173 ,NCE,TUN,23,1
TU 3174 ,TUN,MRS,21,1
TU 3175 ,MRS,TUN,0,1
TU 6003 ,TUN,TOE,17,1
TU 6004 ,JED,SFA,0,1
TU 6004 ,JED,TOE,0,1
TU 6004 ,MED,SFA,3,1
TU 3161 ,CDG,DJE,16,1
TU 3161 ,CDG,MIR,1,1
TU 3166 ,TUN,CDG,1,1
TU 3167 ,CDG,TUN,5,1
TU 6002 ,JED,DJE,23,1
TU 6002 ,MED,DJE,23,1
TU 6002 ,MED,SFA,23,1
TU 6002 ,MED,TUN,3,1
TU 6003 ,DJE,JED,19,1
TU 6003 ,TOE,JED,19,1
TU 6003 ,TUN,DJE,18,1
TU 6003 ,TUN,MED,14,1
TU 3139 ,CDG,TUN,4,1
TU 3140 ,MIR,CDG,22,1
TU 3141 ,CDG,TUN,1,1
TU 3142 ,DJE,ORY,12,1
TU 3143 ,ORY,DJE,16,1
TU 3144 ,TUN,LYS,18,1
TU 3145 ,LYS,TUN,21,1
TU 3146 ,TUN,LYS,19,1
TU 3133 ,CDG,TUN,4,1
TU 3134 ,SFA,CDG,0,1
TU 3135 ,CDG,TUN,4,1
TU 3136 ,TUN,CDG,22,1
TU 3136 ,TUN,LYS,20,1
TU 3137 ,CDG,TUN,2,1
TU 3137 ,LYS,MIR,23,1
TU 3138 ,TUN,CDG,0,1
TU 6005 ,DJE,MED,17,1
TU 6005 ,TUN,DJE,15,1
TU 6007 ,TOE,MED,1,1
TU 6007 ,TUN,TOE,23,1
TU 3129 ,NCE,SFA,23,1
TU 3131 ,CDG,DJE,23,1
TU 3131 ,CDG,TUN,3,1
TU 3132 ,DJE,CDG,0,1
TU 3186 ,TUN,LYS,20,1
TU 3187 ,LYS,TUN,2,1
TU 3188 ,TUN,LYS,20,1
TU 3189 ,LYS,TUN,2,1
TU 3190 ,TUN,CDG,18,1
TU 3190 ,TUN,TLS,21,1
TU 3191 ,CDG,DJE,21,1
TU 6004 ,TOE,TUN,9,1
TU 6013 ,TUN,GAE,16,1
TU 6014 ,GAE,TUN,4,1
TU 6014 ,JED,SFA,23,1
TU 6014 ,MED,GAE,22,1
TU 6014 ,SFA,TUN,4,1
TU 6015 ,MIR,JED,19,1
TU 6015 ,MIR,SFA,17,1
TU 6015 ,TOE,MED,23,1
TU 6010 ,TOE,TUN,9,1
TU 6011 ,DJE,JED,17,1
TU 6011 ,TUN,DJE,15,1
TU 6011 ,TUN,MED,22,1
TU 6012 ,MED,TUN,4,1
TU 6013 ,DJE,MED,22,1
TU 6013 ,GAE,JED,17,1
TU 6013 ,TUN,DJE,20,1
TU 3157 ,NTE,TUN,0,1
TU 3158 ,MIR,LYS,19,1
TU 3159 ,LYS,DJE,22,1
TU 6008 ,JED,TUN,1,1
TU 6009 ,DJE,TUN,19,1
TU 6009 ,TOE,JED,19,1
TU 6009 ,TUN,TOE,17,1
TU 6010 ,MED,TOE,3,1
TU 3147 ,LYS,TUN,22,1
TU 3148 ,TUN,CDG,18,1
TU 3149 ,CDG,DJE,21,1
TU 3152 ,TUN,TLS,21,1
TU 3153 ,TLS,TUN,2,1
TU 3154 ,TUN,MRS,18,1
TU 3155 ,MRS,MIR,21,1
TU 3156 ,TUN,NTE,21,1
TU 3128 ,DJE,CDG,20,1
TU 3128 ,TUN,NCE,20,1
TU 3129 ,CDG,DJE,0,1
TU 6015 ,TUN,MIR,18,1
TU 6016 ,JED,MIR,0,1
TU 6016 ,MIR,TUN,6,1
TU 6016 ,SFA,DJE,6,1
TU 6018 ,CAI,DJE,7,1
TU 3121 ,CDG,DJE,5,1
TU 3121 ,LYS,DJE,22,1
TU 3122 ,DJE,CDG,21,1
TU 3123 ,CDG,NBE,1,1
TU 3124 ,DJE,CDG,22,1
TU 3125 ,CDG,TUN,14,1
TU 3126 ,DJE,CDG,0,1
TU 3127 ,CDG,TUN,4,1
TU 3115 ,CDG,NBE,2,1
TU 3116 ,TUN,MRS,19,1
TU 3117 ,MRS,MIR,23,1
TU 3118 ,DJE,CDG,21,1
TU 3119 ,CDG,TUN,1,1
TU 3119 ,NCE,DJE,2,1
TU 3119 ,NCE,SFA,21,1
TU 3120 ,TUN,LYS,19,1
TU 3109 ,CDG,DJE,0,1
TU 3110 ,TUN,TLS,18,1
TU 3111 ,CDG,NBE,0,1
TU 3111 ,CDG,TUN,3,1
TU 3111 ,TLS,NBE,21,1
TU 3113 ,CDG,DJE,0,1
TU 3113 ,CDG,NBE,0,1
TU 3114 ,MIR,CDG,23,1
TU 3103 ,CDG,TUN,4,1
TU 3104 ,TUN,LYS,21,1
TU 3105 ,LYS,MIR,2,1
TU 3106 ,DJE,CDG,20,1
TU 3107 ,CDG,DJE,0,1
TU 3108 ,DJE,CDG,20,1
TU 6018 ,JED,CAI,2,1
TU 6018 ,JED,MIR,2,1
TU 3100 ,DJE,ORY,1,1
TU 3100 ,MIR,NCE,0,1
TU 3100 ,TUN,CDG,1,1
TU 3101 ,CDG,DJE,0,1
TU 3101 ,CDG,TUN,4,1
TU 3101 ,NCE,TUN,3,1
TU 3101 ,ORY,TUN,4,1
TU 3102 ,TUN,CDG,1,1
TU 3095 ,CDG,TUN,4,1
TU 3096 ,DJE,CDG,20,1
TU 3096 ,TUN,MRS,20,1
TU 3097 ,CDG,MIR,0,1
TU 3097 ,MRS,DJE,23,1
TU 3098 ,TUN,LYS,18,1
